feature,mean_percentile,min_percentile,mean_f,group
mfcc_delta_33_std,0.7080200501253132,0.4398496240601504,14.945528612174916,MFCC
mfcc_delta_34_mean,0.13533834586466165,0.03383458646616541,2.1045644530343295,MFCC
mfcc_delta_34_std,0.7919799498746868,0.5451127819548872,17.803759418718457,MFCC
mfcc_delta_35_mean,0.09147869674185465,0.08270676691729323,1.6968599684662369,MFCC
mfcc_delta_35_std,0.7305764411027568,0.39097744360902253,16.88753512413147,MFCC
mfcc_delta_36_mean,0.07268170426065163,0.03759398496240601,1.4372123785839248,MFCC
mfcc_delta_36_std,0.7531328320802005,0.424812030075188,17.45352563577638,MFCC
mfcc_delta_37_mean,0.09899749373433582,0.06390977443609022,1.8190313163529674,MFCC
mfcc_delta_37_std,0.7293233082706768,0.42105263157894735,15.983926961557934,MFCC
mfcc_delta_38_mean,0.08771929824561403,0.04887218045112782,1.660299544708755,MFCC
mfcc_delta_38_std,0.6666666666666666,0.3308270676691729,14.157481827518959,MFCC
mfcc_delta_39_mean,0.07393483709273183,0.04887218045112782,1.5020710751370256,MFCC
mfcc_delta_39_std,0.6591478696741855,0.3458646616541353,14.007021502593636,MFCC
mfcc_delta_40_mean,0.07017543859649122,0.022556390977443608,1.3998928803946662,MFCC
mfcc_delta_40_std,0.6290726817042606,0.36466165413533835,12.116962783959332,MFCC
rms_mean,0.9899749373433583,0.9774436090225563,73.68522465113254,RMS
rms_std,0.9924812030075189,0.9887218045112782,57.857751079783576,RMS
spectral_bandwidth_mean,0.7807017543859649,0.6240601503759399,16.219813674842403,Bandwidth
spectral_bandwidth_std,0.8258145363408521,0.7030075187969925,18.133370214455326,Bandwidth
spectral_centroid_mean,0.8270676691729323,0.6127819548872181,23.087690672351613,Centroid
spectral_centroid_std,0.8759398496240601,0.7857142857142857,22.81657083028765,Centroid
spectral_contrast_01_mean,0.4511278195488722,0.3609022556390977,7.694838781608269,Contrast
spectral_contrast_01_std,0.20676691729323307,0.20300751879699247,2.9538358692201747,Contrast
spectral_contrast_02_mean,0.4598997493734336,0.34962406015037595,7.891907870871563,Contrast
spectral_contrast_02_std,0.40100250626566414,0.2744360902255639,6.8553913561237065,Contrast
spectral_contrast_03_mean,0.6616541353383458,0.34962406015037595,11.12274460262059,Contrast
spectral_contrast_03_std,0.46365914786967427,0.3383458646616541,8.364923036109774,Contrast
spectral_contrast_04_mean,0.5789473684210527,0.2518796992481203,8.727265296928177,Contrast
spectral_contrast_04_std,0.5275689223057644,0.3609022556390977,8.474942778037326,Contrast
spectral_contrast_05_mean,0.40100250626566414,0.22180451127819548,6.443230319028267,Contrast
spectral_contrast_05_std,0.5025062656641603,0.2593984962406015,7.893920516413442,Contrast
spectral_contrast_06_mean,0.6716791979949875,0.4473684210526316,11.125205755747617,Contrast
spectral_contrast_06_std,0.8057644110275689,0.6353383458646616,17.043745681458635,Contrast
spectral_contrast_07_mean,1.0,1.0,212.23092552045736,Contrast
spectral_contrast_07_std,0.918546365914787,0.849624060150376,28.869148625751205,Contrast
spectral_flatness_mean,0.9736842105263158,0.9699248120300752,37.652066200190966,Flatness
spectral_flatness_std,0.9862155388471178,0.9736842105263158,55.117081454866046,Flatness
spectral_rolloff_mean,0.7819548872180451,0.5714285714285714,17.27541068546625,Rolloff
spectral_rolloff_std,0.8007518796992481,0.6804511278195489,16.42019969963958,Rolloff
zcr_mean,0.8583959899749374,0.650375939849624,28.957584217961088,ZCR
zcr_std,0.8621553884711779,0.706766917293233,23.672385989844685,ZCR
