experiment,split,accuracy,balanced_accuracy,macro_f1,top3_accuracy,macro_ovr_auc
strict_balanced_controlled,val,0.75,0.75,0.7486022285896469,0.9607843137254902,0.9614134423823004
strict_balanced_controlled,test,0.7543859649122807,0.7543859649122807,0.7446943667531903,0.9385964912280702,0.9534332242088475
